BCBS_Name,Acronym
Blue Cross Blue Shield of South Carolina,ORI
Blue Cross Blue Shield of Michigan,ORJ
Anthem BCBS of Ohio,ORK
Blue Cross of California,ORL
Blue Shield of Northeastern New York,ORM
Horizon Blue Cross Blue Shield of New Jersey,ORN
Blue Cross Blue Shield of Michigan,ORO
Blue Cross of California,ORP
Blue Cross Blue Shield of Michigan,ORQ
Unassigned,ORR
Regence Blue Shield of Washington,ORS
Capital BlueCross,ORT
BCBS of Tennessee,ORU
Blue Cross Blue Shield of Michigan,ORV
Anthem BCBS of Virginia,ORW
Blue Cross of Idaho,ORX
Blue Shield of California,ORY
Horizon Blue Cross Blue Shield of New Jersey,ORZ
Blue Cross Blue Shield of Rhode Island,OSA
Blue Cross Blue Shield of Alabama,OSB
Blue Shield of California,OSC
Blue Cross Blue Shield of Massachusetts,OSD
Blue Cross Blue Shield of Arizona,OSE
Blue Cross Blue Shield of Rhode Island,OSF
Blue Cross Blue Shield of Missouri,OSG
CareFirst BCBS,OSH
Independence Blue Cross,OSI
Anthem BCBS of Ohio,OSJ
Blue Cross of California,OSK
Blue Cross Blue Shield of Nebraska,OSL
Blue Cross Blue Shield of Illinois,OSM
Anthem BCBS of Ohio,OSN
Independence Blue Cross,OSO
BCBS of Florida,OSP
Highmark BCBS of Pennsylvania,OSQ
Independence Blue Cross,OSR
Blue Shield of California,OSS
Highmark BCBS of Pennsylvania,OST
Blue Shield of California,OSU
Independence Blue Cross,OSV
Wellmark BCBS,OSW
Wellmark BCBS,OSX
Blue Cross Blue Shield of Kansas City,OSY
Anthem BCBS of Virginia,OSZ
BCBS of Florida,OTA
Empire Blue Cross Blue Shield,OTB
Blue Cross Blue Shield of Nebraska,OTC
Blue Cross of California,OTD
Anthem BCBS of Indiana,OTE
Anthem BCBS of Indiana,OTF
Blue Cross Blue Shield of Michigan,OTG
BCBS of Tennessee,OTH
Blue Cross Blue Shield of North Dakota,OTI
CareFirst BCBS,OTJ
Wellmark BCBS,OTK
Blue Cross Blue Shield of Alabama,OTL
Blue Shield of California,OTM
Blue Cross Blue Shield of North Dakota,OTN
Blue Cross Blue Shield of North Dakota,OTO
Blue Shield of California,OTP
Anthem BCBS of Connecticut,OTQ
Unassigned,OTR
Independence Blue Cross,OTS
Wellmark BCBS,OTT
Wellmark BCBS,OTU
Capital BlueCross,OTV
Blue Cross Blue Shield of Georgia,OTW
Blue Shield of California,OTX
Regence Blue Cross Blue Shield of Oregon,OTY
Anthem BCBS of Ohio,OTZ
Regence Blue Cross Blue Shield of Oregon,OUA
Blue Cross Blue Shield of Rhode Island,OUB
Blue Cross Blue Shield of South Carolina,OUC
Blue Cross Blue Shield of Michigan,OUD
Blue Cross Blue Shield of Rhode Island,OUE
Regence Blue Cross Blue Shield of Oregon,OUF
Blue Cross Blue Shield of Rhode Island,OUG
Empire Blue Cross Blue Shield,OUH
Horizon Blue Cross Blue Shield of New Jersey,OUI
Blue Cross Blue Shield of Michigan,OUJ
Blue Cross Blue Shield of Michigan,OUK
Blue Cross Blue Shield of Michigan,OUL
Blue Cross Blue Shield of Michigan,OUM
Blue Cross Blue Shield of Michigan,OUN
Blue Cross Blue Shield of Michigan,OUO
