BCBS_Name,Acronym
Blue Cross Blue Shield of Illinois,UYR
Blue Cross Blue Shield of South Carolina,UYS
Blue Cross Blue Shield of Illinois,UYT
Blue Cross Blue Shield of Arizona,UYU
Wellmark BCBS,UYV
Blue Cross Blue Shield of Michigan,UYW
Unassigned,UYX
Anthem BCBS of Kentucky,UYY
Blue Cross of Idaho,UYZ
Unassigned,UZA
Wellmark BCBS,UZB
Blue Cross of California,UZC
Blue Shield of California,UZD
Highmark BCBS of Pennsylvania,UZE
Unassigned,UZF
Blue Cross Blue Shield of Michigan,UZG
Wellmark BCBS,UZH
Blue Cross of California,UZI
Unassigned,UZJ
Wellmark BCBS,UZK
Blue Cross Blue Shield of South Carolina,UZL
Blue Cross Blue Shield of Louisiana,UZM
Blue Cross Blue Shield of South Carolina,UZN
Blue Cross Blue Shield of Georgia,UZO
Blue Cross of California,UZP
Anthem BCBS of Connecticut,UZQ
CareFirst BCBS,UZR
Blue Cross Blue Shield of Texas,UZS
Anthem BCBS of Colorado,UZT
Blue Shield of California,UZU
Blue Cross Blue Shield of Michigan,UZV
Blue Cross Blue Shield of Michigan,UZW
Premera Blue Cross,UZX
Blue Cross Blue Shield of Michigan,UZY
Blue Cross Blue Shield of Texas,UZZ
