BCBS_Name,Acronym
Anthem Blue Cross of California,GSG
Anthem BCBS of Indiana,GSH
CareFirst BCBS,GSI
Anthem BCBS of Indiana,GSJ
Blue Cross Blue Shield of North Carolina,GSK
Blue Cross of Idaho,GSL
Blue Cross Blue Shield of South Carolina,GSM
Independence Blue Cross,GSN
CareFirst BCBS,GSO
Anthem Blue Cross of California,GSP
Highmark BCBS of Pennsylvania,GSQ
Blue Cross Blue Shield of Texas,GSR
Blue Cross Blue Shield of South Carolina,GSS
Blue Cross Blue Shield of Texas,GST
Blue Shield of California,GSU
Anthem BCBS of Ohio,GSV
BCBS of Alabama,GSW
Anthem BCBS of Missouri,GSX
Blue Cross Blue Shield of Texas,GSY
Capital BlueCross,GSZ
CareFirst BCBS,GTA
Anthem Blue Cross of California,GTB
Blue Cross Blue Shield of Massachusetts,GTC
Blue Cross of Idaho,GTD
Blue Cross Blue Shield of Massachusetts,GTE
Anthem BCBS of Ohio,GTF
Anthem Blue Cross of California,GTG
Blue Cross Blue Shield of Illinois,GTH
Blue Cross Blue Shield of Massachusetts,GTI
Anthem BCBS of Virginia,GTJ
Blue Cross Blue Shield of South Carolina,GTK
BCBS of Alabama,GTL
CareFirst BCBS,GTM
Premera Blue Cross,GTN
Independence Blue Cross,GTO
Blue Cross Blue Shield of Michigan,GTP
Blue Shield of California,GTQ
Wellmark BCBS,GTR
Anthem BCBS of Georgia,GTS
Regence Blue Shield of Washington,GTT
CareFirst BCBS,GTU
Blue Cross Blue Shield of Georgia,GTV
Blue Cross Blue Shield of Georgia,GTW
Anthem Blue Cross of California,GTX
Blue Cross Blue Shield of South Carolina,GTY
CareFirst BCBS,GTZ
Blue Cross Blue Shield of Michigan,GUA
Empire Blue Cross Blue Shield,GUB
Blue Cross Blue Shield of Michigan,GUC
Wellmark BCBS,GUD
Blue Cross Blue Shield of Massachusetts,GUE
Blue Cross Blue Shield of Illinois,GUF
Florida Blue,GUG
CareFirst BCBS,GUH
Anthem Blue Cross of California,GUI
Premera Blue Cross,GUJ
Blue Cross Blue Shield of Georgia,GUK
Horizon Blue Cross Blue Shield of New Jersey,GUL
Blue Cross Blue Shield of North Carolina,GUM
Unassigned,GUN
Premera Blue Cross,GUO
Blue Cross Blue Shield of Nebraska,GUP
Blue Cross Blue Shield of South Carolina,GUQ
Blue Cross Blue Shield of Michigan,GUR
Anthem BCBS of Wisconsin,GUS
Wellmark BCBS,GUT
Anthem BCBS of Ohio,GUU
Anthem BCBS of Ohio,GUV
Blue Cross Blue Shield of Illinois,GUW
Anthem BCBS of Ohio,GUX
Blue Cross Blue Shield of Illinois,GUY
Blue Cross Blue Shield of Michigan,GUZ
Blue Cross Blue Shield of Georgia,GVA
Anthem BCBS of Indiana,GVB
Anthem BCBS of Ohio,GVC
Anthem BCBS of Ohio,GVD
Highmark BCBS of Pennsylvania,GVE
Independence Blue Cross,GVF
Blue Cross Blue Shield of Georgia,GVG
Blue Cross Blue Shield of Georgia,GVH
Independence Blue Cross,GVI
Blue Cross Blue Shield of Michigan,GVJ
Regence Blue Shield of Washington,GVK
Blue Cross Blue Shield of Michigan,GVL
Wellmark BCBS,GVM
Anthem Blue Cross of California,GVN
Blue Cross Blue Shield of Georgia,GVO
Blue Cross Blue Shield of Oklahoma,GVP
Premera Blue Cross,GVQ
Blue Cross Blue Shield of Georgia,GVR
Blue Cross Blue Shield of Massachusetts,GVS
Blue Cross Blue Shield of South Carolina,GVT
Blue Cross Blue Shield of Georgia,GVU
Blue Cross Blue Shield of South Carolina,GVV
BCBS of Alabama,GVW
